buffer_size,episode,episode_length,episode_reward,fps,frame,step,total_time
5700.0,34.0,300.0,136.8451612405479,0.34737773110886805,10200,5100.0,863.6132233142853
5850.0,35.0,300.0,27.03519782994408,15.600953411765651,10500,5250.0,882.8428153991699
6000.0,36.0,300.0,42.45097525825622,16.045721303828604,10800,5400.0,901.5393888950348
6150.0,37.0,300.0,43.6195761103736,15.899808594432939,11100,5550.0,920.407541513443
6300.0,38.0,300.0,100.9937141005903,15.887660788405713,11400,5700.0,939.2901210784912
6450.0,39.0,300.0,21.008458695287118,15.846553810741884,11700,5850.0,958.2216832637787
6600.0,40.0,300.0,38.63622823434707,16.36869079828971,12000,6000.0,976.5493562221527
6750.0,41.0,300.0,71.07949313009158,15.661220598740256,12300,6150.0,995.7049520015717
6900.0,42.0,300.0,45.04211538011441,15.431297794833359,12600,6300.0,1015.1459612846375
7050.0,43.0,300.0,10.967587090912275,15.388421994646949,12900,6450.0,1034.6411399841309
7200.0,44.0,300.0,33.583918834730866,15.894986798781968,13200,6600.0,1053.5150172710419
7350.0,45.0,300.0,15.38066613069168,16.29890274962327,13500,6750.0,1071.9211647510529
7500.0,46.0,300.0,90.7346509899944,16.120800228642025,13800,6900.0,1090.530663728714
7650.0,47.0,300.0,40.496731579425614,16.027677392683835,14100,7050.0,1109.2482860088348
7800.0,48.0,300.0,27.08424873612239,15.596581019109522,14400,7200.0,1128.4832713603973
7950.0,49.0,300.0,31.54955092520686,16.03091043085625,14700,7350.0,1147.1971185207367
8100.0,50.0,300.0,7.763768560194876,15.778920912142121,15000,7500.0,1166.2098281383514
8250.0,51.0,300.0,8.57560445406125,16.18038086231399,15300,7650.0,1184.7508041858673
8400.0,52.0,300.0,6.0372583093558205,14.980888964286622,15600,7800.0,1204.776319026947
8550.0,53.0,300.0,22.421034590744057,15.186233671607052,15900,7950.0,1224.531052827835
8700.0,54.0,300.0,38.782164214760996,15.048345135079247,16200,8100.0,1244.46680021286
8850.0,55.0,300.0,19.54394473764478,16.49517814504047,16500,8250.0,1262.6539347171783
9000.0,56.0,300.0,7.805645487700531,15.858287646597397,16800,8400.0,1281.5714883804321
9150.0,57.0,300.0,8.57778875221993,15.583746223549989,17100,8550.0,1300.8223159313202
9300.0,58.0,300.0,104.34291125820164,15.77229435917364,17400,8700.0,1319.843011856079
9450.0,59.0,300.0,17.434224782671663,14.682510571207331,17700,8850.0,1340.275485754013
9600.0,60.0,300.0,11.450367831570475,15.87277611649072,18000,9000.0,1359.175772190094
9750.0,61.0,300.0,27.16352769830337,16.34343911667867,18300,9150.0,1377.531762123108
9900.0,62.0,300.0,16.438293101629824,16.156581183420645,18600,9300.0,1396.1000497341156
10050.0,63.0,300.0,11.138309574980667,14.983253658851469,18900,9450.0,1416.1224036216736
10200.0,64.0,300.0,9.222061129067697,15.140014225672736,19200,9600.0,1435.9374454021454
10350.0,65.0,300.0,36.34842519555241,15.062629818529535,19500,9750.0,1455.8542869091034
10500.0,66.0,300.0,113.17089003464207,15.306623941306235,19800,9900.0,1475.4536452293396
10650.0,67.0,300.0,142.5713796019554,1.8652985019318737,20100,10050.0,1636.2858152389526
10800.0,68.0,300.0,34.126325313642155,15.577700069894012,20400,10200.0,1655.5441150665283
10950.0,69.0,300.0,118.87135144945933,14.522659812757366,20700,10350.0,1676.2014887332916
11100.0,70.0,300.0,94.36388893332332,14.942623806524836,21000,10500.0,1696.2782838344574
11250.0,71.0,300.0,86.99997602403164,16.442790899121434,21300,10650.0,1714.5233628749847
11400.0,72.0,300.0,108.09339619940147,15.015773295298041,21600,10800.0,1734.5023543834686
11550.0,73.0,300.0,48.00640157086309,16.215706305589087,21900,10950.0,1753.002937078476
11700.0,74.0,300.0,12.854781039030058,15.179360972059152,22200,11100.0,1772.7666161060333
11850.0,75.0,300.0,88.96106225246331,14.92843873587142,22500,11250.0,1792.8624897003174
12000.0,76.0,300.0,34.72993080315064,15.033738511529284,22800,11400.0,1812.8176069259644
12150.0,77.0,300.0,32.76677873902372,14.909952758711292,23100,11550.0,1832.9383964538574
12300.0,78.0,300.0,114.09907725593075,16.033452568025197,23400,11700.0,1851.649276971817
12450.0,79.0,300.0,59.98474426753819,16.665991174737684,23700,11850.0,1869.650007724762
12600.0,80.0,300.0,97.00683908426436,15.461315402816837,24000,12000.0,1889.0532739162445
12750.0,81.0,300.0,21.844536756383604,14.839054277095137,24300,12150.0,1909.2701964378357
12900.0,82.0,300.0,26.09590473067692,15.34295138140387,24600,12300.0,1928.8231496810913
13050.0,83.0,300.0,27.378002922050655,16.47154087793652,24900,12450.0,1947.0363829135895
13200.0,84.0,300.0,59.16154254588764,16.364092272069378,25200,12600.0,1965.3692061901093
13350.0,85.0,300.0,34.47249594470486,16.407687530663573,25500,12750.0,1983.65331864357
13500.0,86.0,300.0,21.684386925422587,14.962820763179831,25800,12900.0,2003.703015089035
13650.0,87.0,300.0,42.797928291838616,14.939732663706948,26100,13050.0,2023.7836964130402
13800.0,88.0,300.0,33.49220539344242,16.171752902524144,26400,13200.0,2042.3345630168915
13950.0,89.0,300.0,52.22941258741412,15.154429388386053,26700,13350.0,2062.130756378174
14100.0,90.0,300.0,34.33020994846447,15.797451328368675,27000,13500.0,2081.121162414551
14250.0,91.0,300.0,50.17204753223632,15.814618545917662,27300,13650.0,2100.090954065323
14400.0,92.0,300.0,42.31658275911468,16.220119557412836,27600,13800.0,2118.5865042209625
14550.0,93.0,300.0,100.04515976981202,16.020890276773095,27900,13950.0,2137.3120572566986
