kind,at_step,index,total_reward,length
train_episode,10200,0,279.35234147310257,200
train_episode,10400,1,200.38079291582108,200
train_episode,10600,2,270.7225663661957,200
train_episode,10800,3,282.0220696926117,200
train_episode,11000,4,204.45986142754555,200
train_episode,11200,5,279.0582023561001,200
train_episode,11400,6,200.7954584956169,200
train_episode,11600,7,288.72715786099434,200
train_episode,11800,8,226.03747642040253,200
train_episode,12000,9,220.7404923737049,200
train_episode,12200,10,220.73171454668045,200
train_episode,12400,11,251.78951731324196,200
train_episode,12600,12,256.70266273617744,200
train_episode,12800,13,242.42896977066994,200
train_episode,13000,14,265.58483147621155,200
train_episode,13200,15,298.1193123757839,200
train_episode,13400,16,211.97053143382072,200
train_episode,13600,17,76.8332741856575,200
train_episode,13800,18,109.8541707098484,200
train_episode,14000,19,154.38434037566185,200
train_episode,14200,20,107.62605088949203,200
train_episode,14400,21,86.34281820058823,200
train_episode,14600,22,82.09556084871292,200
train_episode,14800,23,78.33765172958374,200
train_episode,15000,24,82.35539457201958,200
train_episode,15200,25,84.3214299082756,200
train_episode,15400,26,82.405607432127,200
train_episode,15600,27,79.42507869005203,200
train_episode,15800,28,81.36023277044296,200
train_episode,16000,29,82.40594571828842,200
train_episode,16200,30,83.55921050906181,200
train_episode,16400,31,79.16132894158363,200
train_episode,16600,32,82.26239332556725,200
train_episode,16800,33,79.33505889773369,200
train_episode,17000,34,83.46708580851555,200
train_episode,17200,35,77.83900353312492,200
train_episode,17400,36,83.41490879654884,200
train_episode,17600,37,80.32576858997345,200
train_episode,17800,38,85.67359095811844,200
train_episode,18000,39,82.2306696176529,200
train_episode,18200,40,82.70170760154724,200
train_episode,18400,41,82.64343625307083,200
train_episode,18600,42,80.60523456335068,200
train_episode,18800,43,83.31735476851463,200
train_episode,19000,44,78.82490074634552,200
train_episode,19200,45,82.48464486002922,200
train_episode,19400,46,82.7266391813755,200
train_episode,19600,47,80.2511542737484,200
train_episode,19800,48,79.72662115097046,200
train_episode,20000,49,81.69677236676216,200
eval_session,20000,0,80.78621673583984,200
