MVMAE_Loss,Policy_Loss
2.4282100200653076,0.013494834303855896
1.989790678024292,-4.488315582275391
1.8893795013427734,-2.0747036933898926
1.8452839851379395,-3.9653215408325195
1.8266363143920898,-2.6486105918884277
1.8172416687011719,-2.314821720123291
1.791838526725769,-1.481619119644165
1.7751718759536743,-0.5418447852134705
1.766208291053772,-0.8399895429611206
1.7629748582839966,-1.2619178295135498
1.7435139417648315,-1.8439185619354248
1.7112045288085938,-3.060731887817383
1.639349102973938,-4.753314018249512
1.6361393928527832,-6.491263389587402
2.197835922241211,-7.691311836242676
1.9193034172058105,-10.203022956848145
1.5506526231765747,-13.034011840820312
1.7239922285079956,-15.985645294189453
1.6057484149932861,-19.26715660095215
1.417278528213501,-23.033946990966797
1.3225857019424438,-27.44845962524414
1.1974167823791504,-32.54351806640625
1.3008100986480713,-38.30970764160156
1.011073350906372,-44.74272155761719
1.168838620185852,-51.885986328125
1.1253536939620972,-59.05497741699219
1.0306740999221802,-67.05363464355469
0.9080703258514404,-74.3685302734375
0.9581910967826843,-80.87263488769531
0.796515941619873,-86.52597045898438
0.9163628220558167,-91.53276824951172
0.7017746567726135,-96.22468566894531
0.7719284296035767,-99.193115234375
0.6213090419769287,-99.01292419433594
0.6422392725944519,-97.19210815429688
0.631611168384552,-94.24569702148438
0.607221782207489,-91.42280578613281
0.5501591563224792,-87.70384979248047
0.5307947993278503,-83.74415588378906
0.5136112570762634,-80.21446228027344
0.5015997886657715,-77.16825866699219
0.46852046251296997,-74.22341918945312
0.4569067060947418,-71.64285278320312
0.4039751887321472,-69.92811584472656
0.4036597013473511,-68.3237533569336
0.4097667336463928,-66.54475402832031
0.39831385016441345,-65.47921752929688
0.3698716163635254,-64.38862609863281
0.3519634008407593,-63.614280700683594
0.3486597239971161,-63.27227020263672
0.3588499128818512,-63.205589294433594
0.33720433712005615,-63.86558532714844
0.3361530900001526,-64.25398254394531
0.3090234398841858,-64.98136138916016
0.29943132400512695,-65.68600463867188
0.29958316683769226,-66.7967758178711
0.30272871255874634,-67.80313873291016
0.2854498326778412,-68.51875305175781
0.2804672420024872,-69.29082489013672
0.26006758213043213,-70.53314971923828
0.2624239921569824,-70.95640563964844
0.26572704315185547,-71.85648345947266
0.24903260171413422,-71.88679504394531
0.25272148847579956,-72.25763702392578
0.2537066638469696,-71.54466247558594
0.2383868396282196,-70.64989471435547
0.27806660532951355,-70.10159301757812
0.22718115150928497,-69.0423355102539
0.22133967280387878,-68.36976623535156
0.24355551600456238,-67.20585632324219
0.23028191924095154,-66.08462524414062
0.2545952796936035,-64.20755004882812
0.3079248070716858,-62.60426330566406
0.318094402551651,-60.639320373535156
0.23188818991184235,-59.304901123046875
0.2473776787519455,-57.626258850097656
0.21883299946784973,-55.38524627685547
0.21865350008010864,-53.887451171875
0.2054753452539444,-52.12153625488281
0.19280491769313812,-50.63917541503906
0.19649821519851685,-49.34579086303711
0.17960773408412933,-48.073509216308594
0.18741154670715332,-47.42317581176758
0.17278389632701874,-46.59759521484375
0.18511661887168884,-46.40361404418945
0.18042661249637604,-46.17205810546875
0.23745068907737732,-46.351314544677734
0.17136140167713165,-46.5819091796875
0.16449066996574402,-46.82741928100586
0.16540591418743134,-47.460914611816406
0.16682329773902893,-48.461029052734375
0.16462746262550354,-49.52661895751953
0.16512982547283173,-50.6862678527832
0.15057377517223358,-52.22171401977539
0.14918513596057892,-54.137237548828125
0.15232440829277039,-56.08769989013672
0.15345896780490875,-58.09666061401367
0.15712611377239227,-60.568214416503906
0.15704911947250366,-63.065696716308594
0.14247752726078033,-65.89039611816406
0.15434014797210693,-69.29502868652344
0.1484057605266571,-73.18670654296875
0.15732191503047943,-77.46678161621094
0.18661515414714813,-82.25434875488281
0.1355416178703308,-86.6584701538086
0.14460967481136322,-89.59881591796875
0.1471567302942276,-91.35977935791016
0.14827267825603485,-93.41944885253906
0.14801859855651855,-95.93544006347656
0.14441797137260437,-99.99906158447266
0.1393764615058899,-104.14834594726562
0.1353834867477417,-108.7166748046875
0.13750946521759033,-112.5872573852539
0.12075626850128174,-115.39122009277344
0.12680412828922272,-115.00593566894531
0.13209302723407745,-109.94000244140625
0.12261741608381271,-103.19673156738281
0.14105190336704254,-94.2330093383789
0.14500246942043304,-86.78683471679688
0.1509362906217575,-79.15080261230469
0.13997229933738708,-74.19915771484375
0.10843122005462646,-69.05215454101562
0.1322735995054245,-65.00372314453125
0.14276792109012604,-61.184051513671875
0.15364472568035126,-58.46107864379883
0.13178731501102448,-57.12495803833008
0.12002554535865784,-55.92607498168945
0.13755181431770325,-55.67640686035156
0.1324775516986847,-55.352516174316406
0.14755457639694214,-55.796226501464844
0.16317830979824066,-57.339962005615234
0.13695693016052246,-58.7225341796875
0.14568546414375305,-60.83835983276367
0.14334693551063538,-63.30356216430664
0.12672145664691925,-65.70174407958984
0.15391100943088531,-68.4288101196289
0.140169158577919,-71.42800903320312
0.13796651363372803,-74.3196029663086
0.14027059078216553,-77.2122802734375
0.1111457422375679,-80.21873474121094
0.14841118454933167,-82.74620056152344
0.12623901665210724,-85.90277099609375
0.13998156785964966,-88.76471710205078
0.11697155237197876,-91.62820434570312
0.14160844683647156,-94.28535461425781
0.13494832813739777,-95.97528076171875
0.1596365123987198,-97.6703109741211
0.13791809976100922,-100.0753173828125
0.1312205195426941,-102.59137725830078
0.1361539512872696,-104.70054626464844
0.13096141815185547,-108.1368408203125
0.14560814201831818,-111.26492309570312
0.12611782550811768,-114.91378784179688
0.12511050701141357,-118.25532531738281
0.14749231934547424,-121.12033081054688
0.1308557391166687,-123.50054931640625
0.12803523242473602,-125.70645904541016
0.14216163754463196,-127.0174789428711
0.1264512538909912,-128.18545532226562
0.15991437435150146,-128.8455352783203
0.1363867223262787,-128.93301391601562
0.12400641292333603,-128.39813232421875
0.11331601440906525,-127.51335144042969
0.14156660437583923,-124.90162658691406
0.15109552443027496,-122.54962158203125
0.14810623228549957,-120.57398986816406
0.1283017247915268,-117.71189880371094
0.16444027423858643,-115.5106201171875
0.12813256680965424,-112.43912506103516
0.13007277250289917,-108.24928283691406
0.14660392701625824,-103.84135437011719
0.13585302233695984,-100.47001647949219
0.13163921236991882,-98.42830657958984
0.11250946670770645,-95.8998031616211
0.12636707723140717,-93.83296203613281
0.1298794150352478,-91.1218490600586
0.14516901969909668,-89.58474731445312
0.1176685243844986,-88.77316284179688
0.134097620844841,-87.546875
0.10956193506717682,-87.01557922363281
0.1161474883556366,-86.42359924316406
0.11839975416660309,-86.24560546875
0.14294369518756866,-86.53551483154297
0.12648651003837585,-87.69093322753906
0.1217440590262413,-88.16989135742188
0.12542429566383362,-89.10621643066406
0.12838655710220337,-89.86558532714844
0.13658316433429718,-91.76106262207031
0.12128550559282303,-94.35124206542969
0.11981581151485443,-96.65542602539062
0.11786017566919327,-99.248779296875
0.12036526948213577,-101.16401672363281
0.1610671430826187,-102.75747680664062
0.1089535728096962,-104.277587890625
0.10473965853452682,-105.26138305664062
0.1275118887424469,-106.2337646484375
0.12024877220392227,-106.61973571777344
0.11415959894657135,-106.04550170898438
0.12047046422958374,-104.842529296875
0.12966103851795197,-103.11119842529297
0.11723165959119797,-101.37101745605469
0.13835424184799194,-99.96612548828125
0.1295245885848999,-99.65293884277344
0.12066961079835892,-99.49496459960938
0.33928871154785156,-99.93984985351562
0.14524763822555542,-100.76415252685547
0.18055754899978638,-101.02383422851562
0.16095109283924103,-101.68972778320312
0.1453620046377182,-102.44063568115234
0.15708774328231812,-102.74842834472656
0.20237651467323303,-103.31259155273438
0.16523583233356476,-103.53648376464844
0.14552031457424164,-103.34602355957031
0.14013686776161194,-103.08134460449219
0.14152954518795013,-102.41085815429688
0.13034813106060028,-102.33284759521484
0.12591125071048737,-101.55497741699219
0.1229693666100502,-101.20671081542969
0.12586021423339844,-100.6025390625
0.15971793234348297,-99.8411636352539
0.16296172142028809,-99.0989990234375
0.12141063064336777,-98.36775207519531
0.12545786798000336,-98.36705780029297
0.16167499125003815,-98.07424926757812
0.11861491948366165,-97.29815673828125
0.12964195013046265,-96.9273681640625
0.10603536665439606,-96.27720642089844
0.12489592283964157,-95.37193298339844
0.11553210765123367,-94.87315368652344
0.128042533993721,-94.1308364868164
0.12206936627626419,-93.82823944091797
0.12290064990520477,-93.32852172851562
0.11981842666864395,-92.71456909179688
0.11743039637804031,-92.93832397460938
0.1148296669125557,-92.83424377441406
0.20424588024616241,-92.89098358154297
0.13138523697853088,-93.5128173828125
0.15373992919921875,-94.75987243652344
0.10778966546058655,-95.99417877197266
0.13651256263256073,-97.632568359375
0.1240893080830574,-99.0110092163086
0.12531180679798126,-99.64398193359375
0.11420892924070358,-99.88400268554688
0.11651626229286194,-99.73309326171875
0.18539965152740479,-98.59500122070312
0.11488762497901917,-97.7966537475586
0.1260906606912613,-96.85212707519531
0.10986688733100891,-96.34800720214844
0.11100370436906815,-95.51173400878906
0.1486567109823227,-94.11870574951172
0.112216517329216,-92.398681640625
0.1162465512752533,-90.43501281738281
0.11045852303504944,-88.32247924804688
0.11758092045783997,-86.70448303222656
0.11042002588510513,-85.74827575683594
0.15007315576076508,-84.63385772705078
0.11921291798353195,-83.73948669433594
0.11358921974897385,-83.24974060058594
0.1142200157046318,-83.09513854980469
0.11543861776590347,-83.41997528076172
0.11500491946935654,-83.80291748046875
0.14615240693092346,-84.00010681152344
0.12572024762630463,-84.86672973632812
0.1179051473736763,-85.58726501464844
0.10823481529951096,-86.61085510253906
0.1271066516637802,-87.16265869140625
0.12367585301399231,-88.00748443603516
0.10948583483695984,-88.90806579589844
0.1146332398056984,-89.7469482421875
0.12224628776311874,-90.85347747802734
0.11547163128852844,-91.50914764404297
0.11160961538553238,-92.17916870117188
0.1228599026799202,-93.16207122802734
0.12377016246318817,-94.25245666503906
0.1178647056221962,-94.58306884765625
0.11217426508665085,-94.81979370117188
0.11579137295484543,-94.67538452148438
0.1542452871799469,-94.20477294921875
0.12860050797462463,-93.88309478759766
0.11789346486330032,-94.32910919189453
0.10873763263225555,-94.5456314086914
0.11147811263799667,-94.32378387451172
0.12866470217704773,-94.20634460449219
0.12208681553602219,-94.08297729492188
0.11096509546041489,-94.21893310546875
0.12273578345775604,-94.29074096679688
0.11304221302270889,-94.58157348632812
0.11655592173337936,-95.65351867675781
0.11438394337892532,-96.37454223632812
0.11499025672674179,-96.64222717285156
0.12935754656791687,-95.93597412109375
0.11179520934820175,-95.75033569335938
0.12330806255340576,-95.16638946533203
0.12014398723840714,-93.75544738769531
0.10986964404582977,-92.0966567993164
0.11620542407035828,-90.0267333984375
0.12043225765228271,-87.52513122558594
0.11103824526071548,-85.39259338378906
0.11583423614501953,-83.2219009399414
0.1162080317735672,-81.62969207763672
0.10918626934289932,-79.96984100341797
0.1043897271156311,-77.76004028320312
0.120127834379673,-75.76412963867188
0.11244037747383118,-73.7432861328125
0.1234113872051239,-71.4110336303711
0.11768218129873276,-69.46348571777344
0.11592021584510803,-67.83261108398438
0.12045884877443314,-66.23323059082031
0.10885423421859741,-65.20550537109375
0.12051651626825333,-64.34162902832031
0.1280667930841446,-63.50540542602539
0.11142313480377197,-62.95378494262695
0.10979285091161728,-62.59367752075195
0.10707341134548187,-62.614540100097656
0.11632081866264343,-62.357643127441406
0.11033976078033447,-62.333614349365234
0.12045589834451675,-62.603179931640625
0.12390617281198502,-63.06438446044922
0.13633494079113007,-63.838157653808594
0.12112752348184586,-65.28402709960938
0.11499758809804916,-66.9071044921875
0.11583352088928223,-68.83592987060547
0.13196328282356262,-70.62979125976562
0.10233565419912338,-72.36177062988281
0.13024462759494781,-73.73846435546875
0.12636983394622803,-75.23121643066406
0.1192363053560257,-76.82030487060547
0.10642088204622269,-78.04585266113281
0.11192461848258972,-79.06480407714844
0.12446895241737366,-79.22274780273438
0.12411703169345856,-79.42926025390625
0.11462802439928055,-79.08688354492188
0.12368422746658325,-78.07596588134766
0.11727654188871384,-75.9044189453125
0.11956747621297836,-73.9653549194336
0.10875127464532852,-71.72974395751953
0.14815208315849304,-68.93555450439453
0.11945201456546783,-65.64157104492188
0.1194162368774414,-63.906410217285156
0.11341347545385361,-62.35797882080078
0.11879099160432816,-60.86690902709961
0.11104688048362732,-59.59278106689453
0.11648552119731903,-58.781856536865234
0.11839307099580765,-58.12264633178711
0.11434951424598694,-56.040706634521484
0.12849636375904083,-54.410804748535156
0.11060932278633118,-51.0473518371582
0.11837223172187805,-49.393959045410156
0.12757976353168488,-46.562828063964844
0.10514959692955017,-44.74046325683594
0.11578013747930527,-41.47740936279297
0.1096595972776413,-38.626670837402344
0.1257118582725525,-33.75401306152344
0.11822532117366791,-27.012126922607422
0.11844951659440994,-31.870018005371094
0.13214527070522308,-30.284896850585938
0.12349263578653336,-28.20673942565918
0.12245747447013855,-28.48931121826172
0.12122508883476257,-29.775310516357422
0.12478388100862503,-31.309764862060547
0.12852224707603455,-32.150115966796875
0.1188197061419487,-33.490699768066406
0.10764521360397339,-35.54750061035156
0.11306269466876984,-35.444068908691406
0.12316782772541046,-36.597721099853516
0.11744622886180878,-36.17445373535156
0.11208021640777588,-36.87599182128906
0.1576480120420456,-35.219966888427734
0.12603238224983215,-32.689117431640625
0.11880098283290863,-29.655345916748047
0.12388471513986588,-26.736854553222656
0.12418365478515625,-23.74156951904297
0.12152568995952606,-20.90898895263672
0.13383769989013672,-19.578580856323242
0.11617162078619003,-18.716938018798828
0.24145393073558807,-18.066919326782227
0.1469920128583908,-15.461771965026855
0.11236129701137543,-15.663952827453613
0.13193027675151825,-15.931659698486328
0.1266409158706665,-15.876886367797852
0.12325659394264221,-15.699350357055664
0.11986128985881805,-16.347328186035156
0.12010989338159561,-16.804115295410156
0.12343823909759521,-17.19593048095703
0.11542800813913345,-18.441551208496094
0.1131741926074028,-19.90094757080078
0.12894922494888306,-19.51384925842285
0.12564793229103088,-19.90981674194336
0.11511167138814926,-20.166086196899414
0.1280885934829712,-21.862751007080078
0.12698163092136383,-23.54655647277832
0.11594768613576889,-25.021404266357422
0.11356773972511292,-26.86214828491211
0.11568669974803925,-28.76634979248047
0.11995503306388855,-31.242250442504883
0.11178620904684067,-34.47926330566406
0.11209432035684586,-37.47824478149414
0.15167824923992157,-40.27911376953125
0.13049136102199554,-42.6428108215332
0.11423775553703308,-45.39838409423828
0.12827911972999573,-47.91825866699219
0.1163889467716217,-51.22064208984375
0.10668366402387619,-54.463401794433594
0.10728264600038528,-57.83332824707031
0.11230196803808212,-60.118499755859375
0.11832964420318604,-62.29442596435547
0.12434347718954086,-64.14202880859375
0.12631188333034515,-65.36283874511719
0.12692616879940033,-66.47241973876953
0.10969354957342148,-66.85936737060547
0.10191641747951508,-64.2638168334961
0.10784479975700378,-62.42556381225586
0.10328574478626251,-55.48143768310547
0.10446061193943024,-51.12108612060547
0.11801087856292725,-46.793331146240234
0.11291684955358505,-42.39076614379883
0.10746432095766068,-35.88060760498047
0.11683376133441925,-22.83469009399414
0.11677692830562592,-29.333114624023438
0.10666143149137497,-25.80585479736328
0.10634046792984009,-22.775617599487305
0.10832957178354263,-19.70849609375
0.1124664694070816,-17.574508666992188
0.115923210978508,-15.872403144836426
0.10188587754964828,-13.586875915527344
0.1102222353219986,-12.724973678588867
