MVMAE_Loss,Policy_Loss
0.11762829124927521,-11.188043594360352
0.10714850574731827,-10.905681610107422
0.13800466060638428,-9.467370986938477
0.11447583138942719,-9.012979507446289
0.10951128602027893,-7.067113876342773
0.12632060050964355,-7.016167640686035
0.1079326719045639,-7.785750389099121
0.12071001529693604,-7.845516204833984
0.09952487051486969,-8.17881965637207
0.12770526111125946,-8.425737380981445
0.10974404215812683,-8.201606750488281
0.1135367825627327,-9.310404777526855
0.10062383860349655,-7.6872334480285645
0.10844141989946365,-9.764429092407227
0.10149180889129639,-11.176141738891602
0.10458394140005112,-13.17686653137207
0.10174257308244705,-13.004816055297852
0.10016035288572311,-14.595434188842773
0.10754118859767914,-16.93185806274414
0.09873916208744049,-17.041492462158203
0.1012677550315857,-17.214153289794922
0.10951214283704758,-20.475574493408203
0.10269301384687424,-19.939491271972656
0.08966533839702606,-20.68598175048828
0.09152262657880783,-21.551769256591797
0.08852345496416092,-22.628923416137695
0.10237376391887665,-23.95698356628418
0.09323003143072128,-26.161428451538086
0.0910133495926857,-27.22472381591797
0.09383759647607803,-26.165870666503906
0.08257124572992325,-25.8620662689209
0.09332183748483658,-24.850120544433594
0.09364210814237595,-26.78136444091797
0.09145209938287735,-24.28364372253418
0.09641054272651672,-23.243688583374023
0.09741435199975967,-23.45551872253418
0.08142703771591187,-22.147666931152344
0.08950254321098328,-21.97249984741211
0.09119100868701935,-21.39318084716797
0.12482999265193939,-22.32291603088379
0.09102506935596466,-18.445241928100586
0.10193759948015213,-18.18274688720703
0.10289261490106583,-19.863513946533203
0.09522135555744171,-18.050949096679688
0.0928526297211647,-15.433164596557617
0.09022220969200134,-13.744884490966797
0.0867963656783104,-15.015121459960938
0.08910570293664932,-13.360918998718262
0.0940287858247757,-13.259344100952148
0.07815088331699371,-11.910320281982422
0.08059535920619965,-12.393237113952637
0.08493652194738388,-12.245142936706543
0.0861392468214035,-11.510608673095703
0.08080822229385376,-11.519158363342285
0.13871140778064728,-12.736346244812012
0.0821770429611206,-11.758245468139648
0.0919898971915245,-12.209541320800781
0.09697117656469345,-12.717198371887207
0.0744657963514328,-12.067651748657227
0.07299138605594635,-10.712553977966309
0.08078577369451523,-12.857091903686523
0.14815598726272583,-12.875530242919922
0.07696951180696487,-12.373435020446777
